contract_id,label,text,category
77,"Use of F2 Wedges/Using F2 Golf Bag. During the Contract Period and within the Contract Territory, North agrees to:","6. Use of F2 Wedges/Using F2 Golf Bag. During the Contract Period and within the Contract Territory, North agrees to:
a. Wedges. Use Company’s F2 branded wedges when competing professionally, conducting public clinics or outings, participating in
public golf events and when appearing at other public functions where it is appropriate to use or have golf clubs at such events (herein
“Public Events’).
Page 5 of 12
Source: PERFORMANCE SPORTS BRANDS, INC., S-1, 9/9/2011
b. Golf Bag. Use and carry Company’s F2 branded golf bag at all Public Events as defined immediately above. North shall have the right to
place a maximum of two (2) non-competitive third party sponsor names/logos that are of a reasonable size on the belly portion of the F2
branded golf bag.
c. Irons, Woods, Putter. Use reasonable efforts to use F2 branded irons, woods and putter at all Public Events. For purposes of
clarification, North shall not be required to use F2 branded irons, woods and putters.",General
77,Compensation.,"7. Compensation.
a. Guaranteed Service Fee and Marketing Retainer. In consideration for the rights, services and benefits granted by North hereunder,
Company agrees to pay North a non-refundable Guaranteed Service Fee and Marketing Retainer (hereinafter referred to as “Guaranteed
Fee”) of fifty-five thousand dollars ($55,000USD) in Contract Year 2011 and seventy thousand dollars ($70,000USD) in Contract Year",Payment
77,The Contract Year 2011 Guaranteed Fee shall be paid as follows:,"2012.
The Contract Year 2011 Guaranteed Fee shall be paid as follows:
(i) Twenty-Five thousand dollars ($25,000USD) on or before two days after this Agreement is fully executed.
(ii) Fifteen thousand dollars ($15,000USD) on or before July 1, 2011.
(iii) Fifteen thousand dollars ($ 15,000USD) on or before November 1, 2011.
The Contract Year 2012 Guaranteed Fee shall be paid as follows:
(i) Twenty-Five thousand dollars ($25,000USD) on or before February 1, 2012
(ii) Twenty-Five thousand dollars ($25,000USD) on or before July 1, 2012
(iii) Twenty thousand dollars ($20,000USD) on or before November 1, 2012
b. Royalties. In addition to payments due North by Company as set forth in paragraphs 7.a. above, Company further agrees to pay North
a one percent (1%) royalty on all Gross Revenue generated from the sale of all Company Products (herein “Royalties”).
c. Payment of Royalties/Statement of Accounts.
(i) Company agrees to pay all royalties due as set forth in section 7.b. above on or before thirty (30) days following the end
of each quarterly period during the Contract Period. The quarterly royalty payment shall be accompanied by a statement
of account indicating the quantities of Products sold, the Gross Revenue generated from all sales of the Product where
the sales were derived from (i.e. direct sales or retail sales) and the royalty payment that is due to North.
(ii) Company shall keep, at its principal office, 1021 N. Sepulveda Blvd., Suite G, Manhattan Beach, CA 90266, a complete and
accurate set of books and records maintained in accordance with generally accepted accounting principles and business
practices. Said books and records shall be maintained for a two (2) year period following the expiration or termination of
this Agreement. Company shall make said books available to North or North’s representative on reasonable notice during
the Term of this Agreement and the two (2) year period immediately following thereafter. The cost of any and all
inspections shall be paid by North, unless an inspection shows an under-reporting or under-payment of more than five-
percent (5%) for any quarterly period, in which event Company shall reimburse North for all such inspection costs.
Page 6 of 12
Source: PERFORMANCE SPORTS BRANDS, INC., S-1, 9/9/2011
d. Additional Production/Promotional Appearances Fee. In addition to the amounts payable by Company to North set forth in paragraph
7.a. and 7.b. above, and should Company request for North to make Additional Production/Promotional Appearances, Company further
agrees to pay North a mutually agreed upon fee for each Additional Production/Promotional Appearance conducted by North. All
compensation to be paid to North for Additional Production/Promotional Appearances shall be due and payable to North prior to each
scheduled Additional Production/Promotional Appearance.
e. Form of Payment. All payments hereunder shall be made payable to the order of “Fidelity Sports Group, LLC, as agent for Andy North”
and shall be paid via check or wire transfer. If by wire transfer, then direct payment to the following bank account:
Fidelity Sports Group, LLC
Bank of America
ABA #: 026009593
SWIFT Code #: BOFAUS3N
Trust Account #: 8980 1796 5942
f. Late Payments. Amounts not received within ten (10) days following their respective due dates shall be assessed a late charge equal to
one and one-half percent (1 _%) per month of the overdue amount until paid, commencing on the eleventh day.
g. Supply of Endorsed Products. Company shall deliver to North, at no charge, and in a timely fashion, a reasonable number of Endorsed
Products for North’s personal use each Contract Year during the Contract Period. All postage expenses associated with the delivery of
the Endorsed Products shall be borne by Company.",Payment
77,Approval of Advertising.,"8. Approval of Advertising.
a. Company agrees that it will not use North’s Likeness or North’s Endorsement hereunder unless and until all Advertising Materials and
their intended use has been approved by North. North agrees that any Advertising Materials submitted for approval as provided herein
may be deemed by Company to have been approved hereunder if the same is not disapproved by North within seven (7) business days
after receipt thereof. North agrees that any Advertising Materials submitted hereunder will not be unreasonably disapproved and, if it
is disapproved, that Company will be advised of the specific grounds for the disapproval. Company shall not use such disapproved
Advertising Materials until it has written approval from North.
Page 7 of 12
Source: PERFORMANCE SPORTS BRANDS, INC., S-1, 9/9/2011
b. Should Company utilize stock photographs of North, Company agrees to use current photographs and not to add, delete, alter, amend
or modify any existing names, logos, designs, trademarks or other indicia of any other sponsor of North which appear in the portion of
the photograph used by Company.
c. Company acknowledges and agrees that the script and layout of the Advertising Materials, including, but not limited to the infomercial,
shall be reasonably compatible with North’s personality and/or style. Should the Advertising Materials be approved as set forth in
Section 8.a. above, the Advertising Materials shall reflect North’s personal experience and/or “testimonial” concerning the Product.
Such Advertising Material shall be deemed to be North’s representation and warranty that such testimonial copy in fact reflects
North’s personal experience with and opinion of the Endorsed Product.",General
77,"Ownership. All materials, in any form whatsoever, relating to the Advertising Materials will be and shall remain the absolute property of","9. Ownership. All materials, in any form whatsoever, relating to the Advertising Materials will be and shall remain the absolute property of
Company. North acknowledge that they do not now have and in the future will assert no right, title, or interest of any kind or nature
whatsoever, in or to any component of the Advertising Materials. Furthermore, subject to North’s approval as set forth in section 8 above,
Company shall have the right at any time during the Term of this Agreement to make any revisions to the Advertising Materials or prepare
versions of all or any part of the Advertising Materials to conform to the requirements of individual markets or customers.",Property
77,SAG and/or AFTRA. In the event of any of the Advertising Materials contemplated herein come within the purview or jurisdiction of the,"10. SAG and/or AFTRA. In the event of any of the Advertising Materials contemplated herein come within the purview or jurisdiction of the
Screen Actors Guild (“SAG”) and/or the American Federation of Television and Radio Artists (“AFTRA”), and North is required for any
reason to become a member thereof, North agrees to join such union(s), and Company agrees to pay any and all expenses whatsoever
including all dues, assessments, or contributions necessary in order for North to render his services hereunder, including any and all
pension and health contributions or assessments that may be required by such entities. North’s participation in any such Advertising
Materials pursuant to this paragraph in the Agreement shall not result in any expenses or diminution of the Guaranteed Fee or Royalties of
this Endorsement Agreement whatsoever to North.",Legal
77,Standards. Company and North shall at all times deal with each other in good faith and strive to maintain and enhance each other’s positive,"11. Standards. Company and North shall at all times deal with each other in good faith and strive to maintain and enhance each other’s positive
image and reputation. North and Company shall act at all times in a manner that shall not be in contravention of public morals and
conventions.",General
77,Event of Default.,"12. Event of Default.
a. It shall be an event of default hereunder by North if i) North shall materially breach this Agreement and such breach remains uncured
for a period of thirty (30) days after written notice thereof from Company to North, or ii) North shall be indicted for a felony involving
moral turpitude which brings disrepute to the Company.
Page 8 of 12
Source: PERFORMANCE SPORTS BRANDS, INC., S-1, 9/9/2011
b. It shall be an event of default hereunder by Company if i) Company fails to pay all fees when due and payable pursuant to this
Agreement, ii) Company is adjudicated as insolvent or declares bankruptcy, or iii) Company shall materially breach this Agreement and
such breach remains uncured for a period of thirty (30) days after written notice thereof from North to Company.",Termination
77,Termination/Remedies. Either party shall have the right to terminate this Agreement upon the occurrence of an event of default by the other,"13. Termination/Remedies. Either party shall have the right to terminate this Agreement upon the occurrence of an event of default by the other
party by providing written notice thereof to the defaulting party. All rights and remedies of the parties herein specified are cumulative and
are in addition to, not in limitation of, any rights and remedies the parties may have at law or in equity and all such rights and remedies may
be exercised singularly or concurrently.",Termination
77,Company’s Debts. North shall not be liable for any debts or obligations of Company resulting directly or indirectly from the aforesaid use of,"14. Company’s Debts. North shall not be liable for any debts or obligations of Company resulting directly or indirectly from the aforesaid use of
the North’s Likeness, North’s Endorsement or the services provided by North. Company shall make no representation, or in any way imply
in its actions or failure to act, that North is on will be liable for debts or obligations of Company.",General
77,"Indemnification. Company shall indemnify, defend, and hold harmless North and its employees, officers, agents, and representatives from","15. Indemnification. Company shall indemnify, defend, and hold harmless North and its employees, officers, agents, and representatives from
and against any and all claims, suits, assessments, losses, obligations, penalties, charges, actions, damages, liabilities, costs, and expenses
including reasonable attorney’s fees whether incurred at trial or in connection with any review by appeal or certiorari of both the trial and
appellate court levels (collectively referred to as “Claims”) arising out of or in connection with:
a Any claim or action for negligent or intentional misconduct of Company in relation to the advertisement, promotion, or sale of the
Endorsed Product, or Company’s use of North’s Likeness or North’s Endorsement to advertise, promote, distribute, or sell the
Endorsed Product; or
b. Any claim or action for personal injury, death, or property damage resulting from a customer’s use of the Endorsed Product; or
c. Any claims or action for the breach by Company of any of its representations and warranties set forth in this Agreement.
The foregoing indemnity shall survive the expiration, fulfillment or termination of this Agreement.",Employment
77,"Insurance. Company agrees, at its own expense, to obtain and maintain general comprehensive liability insurance, with an insurance","16. Insurance. Company agrees, at its own expense, to obtain and maintain general comprehensive liability insurance, with an insurance
company that has a rating of A++ (per AM Best), insuring North as a “named insured party”, against any claims, suits, losses and damages
arising out of or caused by Company’s use of North’s Likeness. North’s Endorsement or North’s services hereunder. Such insurance policy
shall be maintained with limits of not less than two million dollars ($2,000,000). Said policy of insurance shall remain in force for the duration
of this Agreement. A copy of such insurance policy shall be provided to North within thirty (30) days after execution of this Agreement.",Liability
77,"Waiver. The failure of either party at any time or times to demand strict performance of the other party of any of the terms, covenants or","17. Waiver. The failure of either party at any time or times to demand strict performance of the other party of any of the terms, covenants or
conditions set forth herein shall not be construed as a continuing waiver or relinquishment thereof and each party may at any time demand
strict and complete performance by the other party.
Page 9 of 12
Source: PERFORMANCE SPORTS BRANDS, INC., S-1, 9/9/2011",Performance
77,"Notices. All notices, claims, certificates, requests, demands and other communication hereunder shall be made in writing and will be deemed","18. Notices. All notices, claims, certificates, requests, demands and other communication hereunder shall be made in writing and will be deemed
to have been duly given if delivered by hand, via facsimile transmission, or mailed and addressed as follows:
To Company: Golfers Incorporated
1021 N. Sepulveda Blvd., Suite G
Manhattan Beach, CA 90266
Attention: Mike or Steve Abram
To North: Andy North
c/o Fidelity Sports Group, LLC
514 Broadway Avenue
Orlando, Florida 32803
Attention: David J. Moorman, President & CEO",General
77,Assignment. Neither party to this Agreement shall assign the rights and benefits herein without the prior written consent of the other party.,19. Assignment. Neither party to this Agreement shall assign the rights and benefits herein without the prior written consent of the other party.,Legal
77,"Independent Contractor. Company has engaged North for certain rights which are set forth in this Agreement, and North’s relationship to","20. Independent Contractor. Company has engaged North for certain rights which are set forth in this Agreement, and North’s relationship to
Company, and Company’s relationship to North, shall at all times be that of an independent contractor.",Legal
77,Joint Venture. This Agreement does not constitute a partnership or joint venture between North and Company. No party shall have the,"21. Joint Venture. This Agreement does not constitute a partnership or joint venture between North and Company. No party shall have the
right to obligate or bind the other party in any manner whatsoever.",Legal
77,"Governing Law. The Agreement shall be governed by and construed under the laws of the State of Florida in the United States of America,","22. Governing Law. The Agreement shall be governed by and construed under the laws of the State of Florida in the United States of America,
and venue for any such legal action shall be in the Circuit Court or County Court in Orlando, FL or the U.S. District Court having jurisdiction
over Orlando, FL.",Legal
77,Entire Agreement. This writing constitutes the entire agreement and understanding between the parties with respect to its subject matter.,"23. Entire Agreement. This writing constitutes the entire agreement and understanding between the parties with respect to its subject matter.
This Agreement supersedes all prior or contemporaneous agreements and understandings between the parties with respect to its subject
matter.",Legal
77,Amendments. This Agreement may be amended only by a written instrument duly executed by both parties.,"24. Amendments. This Agreement may be amended only by a written instrument duly executed by both parties.
Page 10 of 12
Source: PERFORMANCE SPORTS BRANDS, INC., S-1, 9/9/2011",Legal
77,"Authority. Each party warrants and represents to the other that it has the full right, power and authority to enter into and perform this","25. Authority. Each party warrants and represents to the other that it has the full right, power and authority to enter into and perform this
Agreement, to make the covenants and representations contained in this Agreement and further, that the execution, delivery and
performance of this Agreement will not violate, conflict with, or constitute a default under, any contract, agreement or undertaking to which
it is a party or by which it is bound.",General
77,"Severability. The illegality, unenforceability or invalidity of any term, clause or provision of this Agreement shall not affect any other term,","26. Severability. The illegality, unenforceability or invalidity of any term, clause or provision of this Agreement shall not affect any other term,
clause or provision hereof, and this Agreement shall continue in full force and effect, and be construed and enforced, as if such provision
had not been included.",Legal
77,"Compliance with Laws. Company represents and warrants to North that it will comply with all rules, regulations, laws, orders, decrees and","27. Compliance with Laws. Company represents and warrants to North that it will comply with all rules, regulations, laws, orders, decrees and
ordinances of the United States, each state and political subdivision thereof, and each and every foreign country having legal jurisdiction
over any aspect of Company’s activities under this Agreement, including, but not limited to, the use of North’s Likeness in advertisements
for and on behalf of the Company.",Legal
77,"Attorney’s Fees and Costs. The prevailing party in any litigation or other proceeding between the parties arising out of the interpretation,","28. Attorney’s Fees and Costs. The prevailing party in any litigation or other proceeding between the parties arising out of the interpretation,
application, or enforcement of any provision of this Agreement shall be entitled to recover all of its reasonable fees, court costs, and
expenses, including fees for attorneys, whether incurred at trial or in connection with any review by appeal or certiorari, accountants, and
other professionals.",Payment
77,"Force Majeure. In the event any of the appearances set forth in this Agreement are cancelled or delayed due to matters of “Force Majeure”,","29. Force Majeure. In the event any of the appearances set forth in this Agreement are cancelled or delayed due to matters of “Force Majeure”,
as such term is defined below, Company and North shall use their reasonable efforts to reschedule such appearance as soon as possible
following such cancellation or delay. As used herein, the term “Force Majeure” shall mean war, civil unrest, acts of God, unusually severe
weather, environmental matters, failure of common carrier, governmental action, labor disputes, casualty, illness, injury and/or emergency.",Legal
77,Confidentiality. The compensation terms of this Agreement hereunder and any financial information collected through the review of,"30. Confidentiality. The compensation terms of this Agreement hereunder and any financial information collected through the review of
Company’s records or statements shall be treated by the parties as confidential information. The parties hereto agree not to disclose any
such terms, amounts or information to any other person or entity whatsoever other than its attorneys, accountants, or as required by law.",Payment
77,"Counterparts. This Agreement may be executed in one or more counterparts, each of which shall be deemed an original, but all of which","31. Counterparts. This Agreement may be executed in one or more counterparts, each of which shall be deemed an original, but all of which
together shall constitute one and the same instrument.
Page 11 of 12
Source: PERFORMANCE SPORTS BRANDS, INC., S-1, 9/9/2011
IN WITNESS WHEREOF, the parties hereto have caused this Agreement to be executed as of the date first above written.
GOLFERS INCORPORATED:
/s/ Michael F. Abram WITNESS: /s/ [ILLEGIBLE]
By: Michael F. Abram
Its: President
Date: 2-21-11
ANDY NORTH:
/s/ Andy North WITNESS: /s/ [ILLEGIBLE]
Andy North
Date: 2-20-11
Page 12 of 12
Source: PERFORMANCE SPORTS BRANDS, INC., S-1, 9/9/2011",Legal
78,Engagement. HDS engages Celebrity and Celebrity hereby accepts the engagement to provide for his endorsement of,"1. Engagement. HDS engages Celebrity and Celebrity hereby accepts the engagement to provide for his endorsement of
HDS' product, Clotamin in the United States (Territory"") as further outlined herein. In addition, it is understood and
agreed that with respect to the Website, as defined below, the Territory shall be worldwide.",General
78,Term of Agreement. The term of this Agreement shall be for one (1) year commencing on the Effective Date and ending,"2. Term of Agreement. The term of this Agreement shall be for one (1) year commencing on the Effective Date and ending
on February 19, 2013 (""Term"").",Legal
78,"Grant. During the Term and subject to the limitations set forth in Paragraphs 9 and 10, HDS shall have the right to use","3. Grant. During the Term and subject to the limitations set forth in Paragraphs 9 and 10, HDS shall have the right to use
the name, image, likeness, characterization, visual and audio representation of Celebrity (""Celebrity Attributes"") in
connection with HDS' product, Clotamin, in the Territory as follows:
A. In a television commercial (specific spot length to be mutually agreed upon) promoting Clotamin
(""Commercial"") aired specifically in the following three (3) television markets: (1) Washington, DC Metro
Area; (2) Florida; and (3) Texas (collectively ""Markets"");
B. On HDS' website (www.clotamin.corn) (""Website""); and
C. In Clotamin-related press releases.
D. In connection with any HDS' usage of Celebrity Attributes as outlined above in Paragraphs 3(A)-(C), HDS will
feature the following disclaimer in close proximity to said usage: ""PAUL SILAS IS NOT A MEDICAL
AUTHORITY. THESE STATEMENTS HAVE NOT BEEN EVALUATED BY THE FOOD AND DRUG
ADMINISTRATION. THIS PRODUCT IS NOT INTENDED TO DIAGNOSE, TREAT, CURE OR PREVENT
ANY DISEASE.""",General
78,"Duties of Celebrity and Rights of HDS. During the Term and subject to the limitations set forth in Paragraphs 9 and 10,","4. Duties of Celebrity and Rights of HDS. During the Term and subject to the limitations set forth in Paragraphs 9 and 10,
Celebrity agrees to provide HDS with the following:
A. Upon request by HDS, one (1) production session to be used for the production of the Commercial
(""Production Session""). The location, date and time of the Production Session shall be mutually agreed upon
by Celebrity and HDS. In the event the Production Session exceeds eight (8) hours in duration HDS and
Celebrity will negotiate in good faith additional compensation to Celebrity for time in excess of eight (8)
hours.
Source: PHARMAGEN, INC., 8-K/A, 8/3/2012
B. Celebrity will serve as a member of the Clotamin/HDS Board of Advisors, whose members' sole responsibility
is to be listed as a Clotamin brand ambassador on the Website and/or Clotamin related press releases. With
respect to the Board of Advisors, Celebrity will not be responsible for any additional services such as
attending meetings, corporate functions, etc.
C. HDS may request an additional production session(s), or a media tour or personal appearance(s) for an
additional fee to be mutually agreed upon by the parties.",Performance
78,"Consideration. As consideration for Celebrity's services under this Agreement, HDS agrees as follows:","5. Consideration. As consideration for Celebrity's services under this Agreement, HDS agrees as follows:
A. In-kind Payment: HDS will provide Celebrity with a one (1) year complimentary supply (i.e., at least 365
caplets) of Clotamin product during the Term.
B. Cash Payment:
(1) HDS will provide payment of Fifty Thousand and NO/100 Dollars ($50,000) made payable to Celebrity's
agent. CSE, as follows
$10,000 Within ten (10) days of the parties execution of this Agreement
$15,000 Within 60 days of the parties execution of this agreement
$25,000* Ten (10) days prior to the Production Session
[*Should Company decide not to conduct the Production Session, then the $25,000 allocated for said
Production Session (""Production Fee"") will not be owed to Celebrity and notice should be given to
CSE as soon as reasonably known by Company if Company does not intend to conduct the
Production Session. However, if Company schedules the Production Session, then said Production
Fee is non-refundable regardless if the Production Session occurs. ]
(a) CSE, shall invoice HDS for these fees and HDS shall pay such invoice within ten (10) business days
following receipt of the CSE invoice.
(b) Payments shall be made to CSE and delivered to 600 Galleria Parkway, Suite 1900, Atlanta, Georgia",Legal
78,(2) If HDS desires to add an additional market or state to the Markets for the Commercial to air during the,"30339.
(2) If HDS desires to add an additional market or state to the Markets for the Commercial to air during the
Term, then HOS will pay Celebrity Five Thousand and NO/100 Dollars ($5,000) for said additional
state/market, and the parties will amend the Agreement to add the additional state/market accordingly.",General
78,"Expenses. If applicable, HDS agrees to provide and pay for the expenses related to Celebrity's services provided in","6. Expenses. If applicable, HDS agrees to provide and pay for the expenses related to Celebrity's services provided in
Paragraph 4, which shall include but not be limited to the following:
A. First-class airfare, first-class ground transportation, hotel accommodations, and meals for Celebrity; and
B. First-class airfare, ground transportation and hotel accommodations for one (1) representative.",General
78,"Union Dues and Fees. Company represents that the services hereunder shall not be subject to SAG, AFTRA or any","7. Union Dues and Fees. Company represents that the services hereunder shall not be subject to SAG, AFTRA or any
other entertainment guild contract.
2
Source: PHARMAGEN, INC., 8-K/A, 8/3/2012",Payment
78,"Exclusivity. Celebrity represents and warrants that during the Term and in the Territory, Celebrity will not endorse or","8. Exclusivity. Celebrity represents and warrants that during the Term and in the Territory, Celebrity will not endorse or
make any appearances or advertisements on behalf of any other multivitamin.",General
78,"Review, Approval, and Ownership of Advertising. All HDS' uses of Celebrity Attributes in connection with the","9. Review, Approval, and Ownership of Advertising. All HDS' uses of Celebrity Attributes in connection with the
Commercial and/or press releases shall be subject to the prior written approval of Celebrity via his agent, CSE. Said
written approval must be given within five (5) business days of CSE's receipt or said usage shall be deemed
unapproved. Any such usage featuring Celebrity in the Commercial and/or press releases shall be and remain the
property of HDS; however, HDS shall have the right to use said Commercial and/or press releases solely as outlined in
Paragraph 3 and only during the Term. Celebrity may use said materials in whole or in part solely for the purpose of
presenting Celebrity's work in Celebrity's personal portfolio, website or otherwise and/or on Celebrity's agent's
website. Such usage may not be sold or transferred.",General
78,Termination,"10. Termination
A. HDS shall have the right to terminate this Agreement upon ten (10) days prior written notice to Celebrity in
the event Celebrity fails to perform the duties set forth in Paragraph 4 hereof or breaches any other
covenant or agreement set forth herein and fails to cure same (if curable) within seven (7) days of receipt of
written notice. Such termination shall relieve HDS of its obligation to provide any further consideration
pursuant to this Agreement.
B. Celebrity shall have the right to terminate this Agreement upon ten (10) days prior written notice to HDS in
the event of the occurrence of any of the following: (1) HDS adjudicates as insolvent or declares
bankruptcy; or (2) HDS fails to provide consideration due pursuant to this Agreement, within ten (10) days
following the date such consideration is due hereunder, provided that HDS is notified in writing of such
non-payment by Celebrity and such payment by HDS is not made within three (3) days following such
notification; or (3) HDS fails breaches any covenant or agreement set forth herein and fails to cure same (if
curable) within seven (7) days of receipt of written notice. Furthermore, HDS agrees that such termination
shall not relieve it of its obligation to provide consideration as contemplated hereunder. Celebrity shall not
have waived any of its rights at law or in equity by exercising any provision of this paragraph.
C. HDS' rights to the use of Celebrity and Celebrity's Attributes as set forth in Paragraphs 3 and 4 shall end
immediately should this Agreement be terminated pursuant to Paragraph 10(A) or Paragraph 10(B) above.",Termination
78,"Notices. All notices provided for herein shall be given in writing by hand delivery, courier service, or by certified mail","10. Notices. All notices provided for herein shall be given in writing by hand delivery, courier service, or by certified mail
return receipt requested to the addresses of the parties set forth as follows (unless change of address by notice to the
other party is given as provided in this paragraph 10):
If to Celebrity: If to HDS
Paul Silas Mackie A. Barch,
c/o Lonnie Cooper Co-Founder
Chief Executive Officer Healthcare Distribution Specialists LLC
CSE 9337 Fraser Avenue
600 Galleria Parkway, Suite 1900 Silver Spring, MD 20910
Atlanta, GA 30339
with a copy to: Sue Graddy
Fax No. (770) 226-5560
3
Source: PHARMAGEN, INC., 8-K/A, 8/3/2012",General
78,"Licensing. Nothing contained herein shall be construed to convey to HDS any right to use the names, trademarks,","11. Licensing. Nothing contained herein shall be construed to convey to HDS any right to use the names, trademarks,
service marks, symbols, logos, emblems colors, etc. (“Marks”), of the Charlotte Bobcats, NBA, or any other
organization with which the Celebrity is or has been associated. All rights to the use of such Marks must be acquired
from the appropriate rights holder, and if such Marks are used by HDS then, in such event HDS (a) shall provide
Celebrity in advance with satisfactory evidence of HDS’ right to use such Marks and (b) agree to indemnify, protect
and hold Celebrity harmless from and against any and all claims, damages and/or losses which may arise from HDS’ use
of such Marks.",Intellectual_Property
78,Representations and Warranties of HDS. Celebrity relies upon HDS’ skill and judgment and also upon the following,"12. Representations and Warranties of HDS. Celebrity relies upon HDS’ skill and judgment and also upon the following
representations of HDS which shall be in effect throughout the term of this Agreement:
A. HDS’ products will be merchantable and fit for the purpose for which they are intended, and
B. HDS’ products will conform at all times to all applicable federal, state and local laws, rules, regulations,
ordinances, and other enactments and industry standards, including, but not limited to, those relating to
product safety.",General
78,"Indemnity. HDS shall be solely responsible for all liability arising out of production, distribution and sale of its product.","13. Indemnity. HDS shall be solely responsible for all liability arising out of production, distribution and sale of its product.
HDS hereby agrees to indemnify, defend and hold harmless Celebrity, his agents, representatives and employees
(referred to collectively as “Celebrity Indemnities”) from and against any and all claims, actions, causes or action,
damages, injuries, expenses, liabilities (joint and several), penalties fines, attorneys fees, court costs, and any other
expenses incurred by Celebrity Indemnities arising out of (1) breach by HDS of any of the terms, representations or
warranties made by HDS in this Agreement; or (2) HDS product liability or trademark patent or other proprietary right
infringement; or (3) errors, omissions, fraudulent or negligent acts by HDS, its employees, agents or subcontractors in
connection with (i) any advertising featuring Celebrity; (ii) with the performance of HDS’ duties and obligations under
this Agreement; (iii) with the production, distribution, promotion, marketing and sales of products including related
product packaging; and/or (iv) with the operation and management of its production and distribution facilities,
however caused, HDS shall not be obligated to indemnify Celebrity with respect to damages which are the result of the
active negligence or willful misconduct of Celebrity.",Liability
78,"Insurance. HDS agrees to provide and maintain at its own expense, the following insurance coverages:","14. Insurance. HDS agrees to provide and maintain at its own expense, the following insurance coverages:
A. Commercial General Liability coverage of product liability with limits no less than $1,000,000 per occurrence
and $2,000,000 aggregate.
B. Umbrella / Excess Liability coverage inclusive of product liability with limits not less than $5,000,000 per
occurrence and aggregate.
C. Media Liability insurance with limits not less than $2,000,000 per occurrence and aggregate.
The Celebrity shall be named as an additional insured on coverages A, B and C. Celebrity is afforded waiver of
subrogation on coverages A, B and C. All policies listed under A, B and C should have a thirty (30) day notice of
cancellation provision or endorsement. HDS will provide Celebrity’s agent, CSE, with a certificate of insurance
within five (5) days of its request for same.",General
78,Relationship of Parties. Nothing contained in this Agreement shall be deemed or construed to place the parties in the,"15. Relationship of Parties. Nothing contained in this Agreement shall be deemed or construed to place the parties in the
relationship of partners, joint venturers, principal-agents, or employer-employee, it being understood that the parties
hereto are and will remain independent contractors in all respects and neither party shall have any right to obligate or
bind the other in any manner whatsoever.
4
Source: PHARMAGEN, INC., 8-K/A, 8/3/2012",Legal
78,Assignment. Neither this Agreement nor any of the rights or obligations contained herein may be assigned or,"16. Assignment. Neither this Agreement nor any of the rights or obligations contained herein may be assigned or
transferred by either party without the prior written consent of the other party.",Legal
78,Authority to Contract. Each of the parties hereto represents and warrants that it has full right and power to enter into,"17. Authority to Contract. Each of the parties hereto represents and warrants that it has full right and power to enter into
this Agreement, to perform all obligations to be performed by it hereunder, and to grant all rights hereunder granted
without violating the legal or equitable rights of any other person or entity, and that the execution and performance of
this Agreement will not conflict with or result in a breach of or default under any of the terms or conditions of any
agreement to which either party has agreed, or is a party, or may be bound.",General
78,Construction of Agreement. Each party acknowledges that it has participated in the negotiation of this Agreement and,"18. Construction of Agreement. Each party acknowledges that it has participated in the negotiation of this Agreement and
that no provision of this Agreement shall be construed against or he interpreted to the disadvantage of any party
hereto by any court or other governmental or judicial authority by reason of such party having or deemed to have
structured, dictated or drafted such provision.",Legal
78,Merger; Modification. This Agreement constitutes the entire agreement with respect to the subject matter contained,"19. Merger; Modification. This Agreement constitutes the entire agreement with respect to the subject matter contained
herein and supersedes all previous communications and agreements between the parties pertaining to the subject
matter hereof, whether written or oral. The terms of this Agreement may not be modified, waived, amended,
discharged, terminated, or supplemented, or otherwise changed, except by a written document executed by an
authorized representative of each party.",Legal
78,No Waiver. A waiver by either party of any of the terms or conditions of this Agreement in any instance shall not be,"20. No Waiver. A waiver by either party of any of the terms or conditions of this Agreement in any instance shall not be
deemed or construed to be a waiver of such term or condition for the future, or of any subsequent breach thereof, or
any other term or condition of this Agreement. All remedies, rights, undertakings, obligations, and agreements
contained in this Agreement shall be cumulative and none of them shall be in limitation of any other remedy, right,
undertaking, obligation or agreement of either party.",Legal
78,"Severability. If any provision of this Agreement, as applied to either party or to any circumstance, shall be adjudged by","21. Severability. If any provision of this Agreement, as applied to either party or to any circumstance, shall be adjudged by
a court of competent jurisdiction to be void or unenforceable, whether at law or in equity, then such determination
shall in no way affect any other provision of this Agreement, or the validity or enforceability of this Agreement.",Legal
78,"Forum. The parties agree that the U.S. District Court for the Northern District of Georgia, the Superior Court of Cobb","22. Forum. The parties agree that the U.S. District Court for the Northern District of Georgia, the Superior Court of Cobb
County, the State Court of Cobb County, or any other forum in Cobb County shall have personal jurisdiction over the
parties and that such courts shall be the exclusive venue with respect to any claims or disputes related to the
Agreement.",General
78,"Choice of Law. Regardless of the place of execution hereof, this Agreement, all amendments hereto, and any and all","23. Choice of Law. Regardless of the place of execution hereof, this Agreement, all amendments hereto, and any and all
issues or controversies arising here from or related hereto, shall be governed by and construed exclusively in
accordance with the laws and decisions of the State of Georgia.
5
Source: PHARMAGEN, INC., 8-K/A, 8/3/2012",Legal
78,"Attorneys' Fees. If any action is necessary to enforce the provisions of this Agreement, including any claims or","24. Attorneys' Fees. If any action is necessary to enforce the provisions of this Agreement, including any claims or
demands, or to interpret this Agreement, the prevailing party shall be entitled to reasonable attorneys' fees, costs and
necessary disbursements in addition to any other relief to which it may otherwise he entitled.",Payment
