contract_id,label,text
7,NOTICES,"11. NOTICES
Any notice given under this Agreement shall be in writing, shall be sent postage prepaid by certified mail, return receipt
requested, or by hand delivery, or by Federal Express or similar overnight delivery service, to the other party, at the following address (unless either
party at any time or times designates another address for itself by notifying the other party pursuant to the provisions of this Section 11, in which
case all notices to such party thereafter shall be given at its most recently so designated address):
To Network: The TUBE Music Network, Inc.
1451 West Cypress Creek Road, Suite 300
Ft. Lauderdale, FL 33309
Attn: John W. Poling, CFO
Facsimile Number: (954) 714-8500
cc: Les Garland, President and CEO
Facsimile Number: (305) 861-9409
To Affiliate: Tribune Broadcasting Company
435 North Michigan Avenue
Chicago, IL 60611
Attn: Gina Mazzaferri
Facsimile Number: (312) 222-5981
cc: Charles J. Sennet
Facsimile Number: (312) 222-4206
Notices given by hand delivery shall be deemed received upon delivery to the addressee. Notices given by certified mail shall be
deemed received on the date specified on the return receipt. Notices given by Federal Express or similar overnight delivery service shall be deemed
received on the next business day following delivery of the notice to such service with instructions for overnight delivery.
CONFIDENTIALITY:"
7,"Neither Affiliate nor Network shall disclose (whether orally or in writing, or by press release or otherwise) to any third party","12.
Neither Affiliate nor Network shall disclose (whether orally or in writing, or by press release or otherwise) to any third party
outside their respective companies (other than their respective officers, directors and employees, in their capacity as such, and their respective
auditors, consultants, financial advisors, lenders, potential buyers or investors and attorneys; provided, however, that the disclosing party agrees
to be responsible for any breach of the provisions of this Section 12 by any of such parties) the terms of this Agreement (other than the existence
hereof) except: (a) to the Auditor as provided in Section 7(d); (b) to the extent necessary to comply with the valid order or compulsory process of
an administrative agency or a court of competent jurisdiction, in which event the party making such disclosure shall so notify the other as promptly
as practicable (and, if possible, prior to making such disclosure); (c) in accordance with the regulations of any securities exchange on which such
party (or its parent company) is listed, or otherwise as required by law; (d) in order to enforce its rights pursuant to this Agreement; or (e) if
mutually agreed by Affiliate and Network, in advance of such disclosure, in writing. This Section 12 shall survive the termination of this Agreement.
The parties agree to issue a mutually agreeable press release concerning this Agreement upon execution of this Agreement.
14
Source: TUBE MEDIA CORP., 8-K, 3/10/2006
13.MISCELLANEOUS:
(a) Assignment; Binding Effect; Reorganization. This Agreement shall be binding on the respective transferees and successors
of the parties hereto, except that neither this Agreement nor either party’s rights or obligations hereunder shall be assigned or transferred by either
party without the prior written consent of the other party. Affiliate agrees to use reasonable efforts to obtain the agreement of any proposed
assignee or transferee that, upon consummation of the assignment or transfer of control of the FCC license for any Station, such assignee or
transferee shall negotiate in good faith with Network for continued rights to broadcast the Service over the affected Station. It will not be a breach
of this Agreement, and Affiliate will not be required to accept a lower price or different terms in a proposed acquisition, if the proposed assignee or
transferee does not accept this condition. Affiliate agrees to give Network timely notice of the filing of an assignment or transfer of control
application with the FCC.
(b) Entire Agreement; Amendments; Waivers; Cumulative Remedies. This Agreement, including the Exhibits attached hereto,
contains the entire understanding of the parties hereto and supersedes and abrogates all contemporaneous and prior understandings of the parties,
whether written or oral, relating to the subject matter hereof. This Agreement may not be modified except in a writing executed by both parties
hereto. No waiver of any breach of any provision hereof shall be or be deemed to be a waiver of any preceding or subsequent breach of the same or
any other provision of this Agreement. The failure of Affiliate or Network to enforce or seek enforcement of the terms of this Agreement following
any breach shall not be construed as a waiver of a subsequent breach of the same or any other terms of this Agreement. All remedies, whether at
law, in equity or pursuant to this Agreement shall be cumulative.
(c) Governing Law. The obligations of Affiliate and Network under this Agreement are subject to all applicable federal, state and
local laws, rules and regulations, and this Agreement and all matters or issues collateral thereto shall be governed by the laws of the State of New
York applicable to contracts to be entirely performed therein.
(d) Relationship. Neither party shall be, or hold itself out as, the agent of the other or as joint venturers under this Agreement.
Nothing contained herein shall be deemed to create, and the parties do not intend to create, any partnership, association, joint venture, fiduciary or
agency relationship between Affiliate and Network, and neither party is authorized to or shall act toward third parties or the public in any manner
which would indicate any such relationship with the other.
(e) Force Majeure. Neither Affiliate nor Network shall have any rights against the other party hereto for the non-operation of
facilities or the non-furnishing of the Service if such non-operation or non-furnishing is due to an act of God; inevitable accident; fire; weather;
lockout; strike or other labor dispute; riot or civil commotion; action or inaction of government or governmental instrumentality (whether federal,
state or local); failure of performance by a common or private carrier; material failure or unavailability in whole or in part of technical facilities,
software or equipment which are material to the transmission of the Service; or other cause beyond either party’s reasonable control (financial
inability is excepted). A party will have the right to terminate this Agreement as to the affected Station(s), by notice to the other, if the other party’s
inability to perform continues for thirty (30) days or more; provided, that Network may not terminate this Agreement due to a Station’s failure to
launch the Service for reasons specified solely in this Section 13(e) unless such Station is unable to launch the Service for ninety (90) days or more
beyond the applicable Launch Date.
15
Source: TUBE MEDIA CORP., 8-K, 3/10/2006
(f) No Inference Against Author. Network and Affiliate each acknowledge that this Agreement was fully negotiated by the
parties and, therefore, no provision of this Agreement shall be interpreted against any party because such party or its legal representative drafted
such provision.
(g) No Third-Party Beneficiaries. The provisions of this Agreement are for the exclusive benefit of the parties hereto (including
the Stations) and their permitted assigns, and no third party shall be a beneficiary of, or have any rights by virtue of, this Agreement.
(h) Headings. The titles, headings of the sections and defined terms in this Agreement are for convenience only and shall not in
any way affect the interpretation of this Agreement. Any reference in this Agreement to “Section” or an “Exhibit” shall, unless the context
expressly requires otherwise, be a reference to “Section” in, or an “Exhibit” to, this Agreement. Forms of the word “include” mean “including
without limitation;” and references to “hereunder,” “herein,” “hereof,” and the like, refer to this Agreement.
(i) Non-Recourse. Notwithstanding anything contained in this Agreement to the contrary, it is expressly understood and agreed
by the parties hereto that each and every representation, warranty, covenant, undertaking and agreement made in this Agreement was not made or
intended to be made as a personal representation, undertaking, warranty, covenant, or agreement on the part of any individual, and any recourse,
whether in common law, in equity, by statute or otherwise, against any individual is hereby forever waived and released.
(j) LIMITATION OF LIABILITY. NOTWITHSTANDING ANY OTHER PROVISION IN THIS AGREEMENT TO THE CONTRARY,
NEITHER PARTY SHALL BE LIABLE TO THE OTHER PARTY FOR INCIDENTAL, CONSEQUENTIAL, PUNITIVE OR SPECIAL DAMAGES
(INCLUDING LOSS OF PROFITS OF REVENUES, OR DAMAGES TO OR LOSS OF PERSONAL PROPERTY) IN ANY CAUSE OF ACTION
ARISING OUT OF, RELATED TO, OR IN CONNECTION WITH A DEFAULT UNDER OR A BREACH OF THIS AGREEMENT.
(k) Taxes. Network shall not be liable for, and Affiliate shall pay and hold harmless Network from, any federal, state or local taxes,
surcharges, levies or any other charges which are based upon revenues derived by operations of Affiliate or each Station. Neither Affiliate nor
Station shall be liable for, and Network shall pay and hold Affiliate and each Station harmless from, any federal, state or local taxes, surcharges,
levies or any other charges which are based upon revenues derived by operations of Network.
16
Source: TUBE MEDIA CORP., 8-K, 3/10/2006
(l) Right of First Refusal. In the event Network decides to offer any new television programming channels (the “New Channels”),
then Affiliate shall have ninety (90) calendar days from Affiliate’s receipt of Network’s comprehensive business plan for such New Channels to
determine whether Affiliate desires to enter into an agreement with respect to the New Channels. At the expiration of the ninety (90)-day period,
Affiliate’s right of first refusal shall expire. If, during said ninety (90)-day period, Affiliate notifies Network in writing of its desire to add the New
Channels to this Agreement, then both parties shall work diligently together and in good faith to enter into an agreement within ninety (90) days of
such notice to include the terms and conditions pursuant to which the New Channels may be distributed by Affiliate. If, having used good faith
diligent efforts, Affiliate and Network have failed to enter into such an agreement within such ninety (90)-day period, then neither party shall have
an obligation to continue such negotiations or enter into an agreement with respect to the New Channels.
(m) Matter Broadcast. Federal law and FCC regulations require Network to disclose to Affiliate, and the Stations to disclose to
their audiences, the identity of any person or entity that has given anything of value to Network or anyone associated with the Service in exchange
for the inclusion of a product, service, trademark, brand name, or other program material in the Service. Network agrees to disclose to Affiliate, in
writing, the existence, source and nature of any payments or other consideration received in connection with the production of the Service. Such
disclosure shall be made prior to the time such matter is broadcast, so that each Station can satisfy its disclosure obligations under federal law.
Notwithstanding anything to the contrary herein, proper disclosure in the content of the Service will satisfy Network’s disclosure obligations to
Affiliate under this Section 13(m), provided Network agrees to provide full details to Affiliate immediately upon request.
(n) Counterparts. This Agreement may be executed in counterparts, each of which will have the full force and effect of a fully-
executed original. This Agreement may be executed by each or either party by delivering signed signature pages thereof to the other party by
facsimile. Any party delivering an executed counterpart of this Agreement by facsimile shall also deliver to the other party an original executed
counterpart of this Agreement, but the failure to do so does not affect the validity, enforceability or binding effect of this Agreement.
[Remainder of page intentionally left blank.]
17
Source: TUBE MEDIA CORP., 8-K, 3/10/2006
The parties hereto have executed this Agreement to be effective as of the Effective Date.
AFFILIATE: NETWORK:
TRIBUNE BROADCASTING COMPANY THE TUBE MUSIC NETWORK, INC.
By: /s/ John E. Reardon By: /s/ Les Garland
Title: President Title: President
[Signature page: Charter Affiliate Affiliation Agreement by and between
The TUBE Music Network, Inc. and Tribune Broadcasting Company]
18
Source: TUBE MEDIA CORP., 8-K, 3/10/2006
EXHIBIT A
To Affiliation Agreement By and Between
Tribune Broadcasting Company and
The TUBE Music Network, Inc.
Dated as of March 6, 2006
STATION IDENTIFICATION
Call Street Address Launch
DMA Letters Date
New York WPIX 220 E. 42nd St., 10th floor, New York, NY 10017 6/1/06
Los Angeles KTLA 5800 Sunset Blvd., Los Angeles, CA 90028 6/1/06
Chicago WGN 2501 W. Bradley Pl., Chicago, IL 60618 7/1/06
Philadelphia WPHL 5001 Wynnefield Ave., Philadelphia, PA 19131 7/1/06
Boston WLVI 75 Morrissey Blvd., Boston, MA 02138 6/1/06
Dallas-Fort Worth KDAF 8001 John Carpenter Fwy., Dallas, TX 75247 7/1/06
Washington, D.C. WBDC 2121 Wisconsin Ave. N.W., Washington, DC 20007 8/15/06
Atlanta WATL One Monroe Place, Atlanta, GA 30324 7/15/06
Houston KHWB 7700 Westpark Dr., Houston, TX 77063 7/15/06
Seattle-Tacoma KCPQ 1813 Westlake Ave. N., Seattle, WA 98109 7/15/06
KTWB
Miami-Ft. Lauderdale WBZL 2055 Lee St., Hollywood, FL 33020 7/15/06
Denver KWGN 6160 S. Wabash Way, Greenwood Village, CO 80111 6/1/06
Sacramento-Stockton-Modesto KTXL 4655 Fruitridge Rd., Sacramento, CA 95820 8/1/06
St. Louis KPLR 2250 Ball Dr., St. Louis, MO 63146 8/1/06
Portland, OR KWBP 10255 S.W. Arctic Dr., Beaverton, OR 97005 6/15/06
Indianapolis WXIN 6910 Network Pl., Indianapolis, IN 46278 6/15/06
WTTV
WTTK
San Diego KSWB 7191 Engineer Rd., San Diego, CA 92111 6/15/06
Hartford & New Haven WTIC One Corporate Center, Hartford, CT 06123 8/15/06
WTXX
Grand-Rapids-Kalamazoo-Battle Creek WXMI 3117 Plaza Dr. N.E., Grand Rapids, MI 49525 &bbsp; 6/15/06
Harrisburg-Lancaster-Lebanon-York WPMT 2005 S. Queen St., York, PA 17403 7/1/06
Albany-Schenectady-Troy WEWB 14 Corporate Woods Blvd., Albany, NY 12211 8/1/06
19
Source: TUBE MEDIA CORP., 8-K, 3/10/2006
EXHIBIT B
To Affiliation Agreement By and Between
Tribune Broadcasting Company and
The TUBE Music Network, Inc.
Dated as of March 6, 2006
LAUNCH NOTICE
BROADCAST LAUNCH FORM
STATION NAME: STATION GROUP OWNER:
STATION MAILING ADDRESS:
PHONE NUMBER: FAX NUMBER:
GENERAL MANAGER: MARKETING CONTACT:
ENGINEER PHONE (IF DIFFERENT):
EMAIL ADDRESS:
AREAS SERVED (PLEASE INCLUDE ZIP CODES):
DMA:
FILL OUT THE LINE BELOW FOR ONE EARTH STATION RECEIVE SITE (EACH ADDITIONAL SITE REQUIRES A SEPARATE FORM)
Do you have an antenna capable of receiving a C band feed from AMC-3 Transponder 17 located at 87 degrees west? YES____ NO____
Do you have space for an additional antenna on your roof or in your antenna farm? YES____ NO____
Does this space have a good southern exposure looking at 95 degrees? YES____ NO____
Do you have the resources to install the antenna? YES____ NO____
STREET ADDRESS (Shipping Address):
CITY/STATE/ZIP: COUNTY:
LAUNCH DATE: ______________ CHANNEL NUMBER: ______________
SIGNATURE: TITLE: DATE:
Email COMPLETED FORM to linefinder_1999@yahoo.com
20
Source: TUBE MEDIA CORP., 8-K, 3/10/2006
EXHIBIT C
To Affiliation Agreement By and Between
Tribune Broadcasting Company and
The TUBE Music Network, Inc.
Dated as of March 6, 2006
RECEIVING EQUIPMENT
• C-Band Antenna equipped with appropriate feed assembly and 45-degree digitally compatible LNB
• 150 Feet of RG6 Coaxial Cable
• Integrated receiver/decoder, including MPEG 2 standard definition decoder that can decode an AC3 encoded audio stream at 384 kbps (the
audio stream to be delivered by Network), and an unscrambled DVB-compliant ASI output.
• De-icing equipment and/or radomes at the following Stations (and any later-acquired stations where climatologically WXIN/WTTV/WTTK,
Indianapolis; WPHL-TV, Philadelphia; WGN-TV, Chicago; WXMI, Grand Rapids.
21
Source: TUBE MEDIA CORP., 8-K, 3/10/2006
Execution Copy
EXHIBIT D
To Affiliation Agreement By and Between
Tribune Broadcasting Company and
The TUBE Music Network, Inc.
Dated as of March 6, 2006
REVENUE SHARE
Commencing on the Affiliate Launch Date and thereafter throughout the Term, Network shall pay to Affiliate the following amounts:
I.Affiliate Advertising Share.
1.Determining Affiliate Advertising Share. Commencing with the calendar quarter beginning on April 1, 2006 and for each calendar
quarter thereafter during the Term, Network shall pay to Affiliate the Affiliate Advertising Share. For purposes hereof, the
“Affiliate Advertising Share” shall be determined by multiplying fifteen percent (15%) of Network’s Advertising Revenue for
such calendar quarter by a fraction, the numerator of which is the total number of Digital Cable Subscriber Households in the
DMA(s) of the Station(s) transmitting the Service pursuant to this Agreement, and the denominator of which is the total number
of Digital Cable Subscriber Households in all of the DMAs in which Network has a broadcast television station affiliate that is
transmitting the Service. If a Station commences transmitting the Service on other than the first day of a calendar quarter, then the
Affiliate Advertising Share for such quarter shall be further prorated based on the number of days in such quarter that such
Station transmitted the Service. For purposes of this Exhibit D, The number of Digital Cable Subscriber Households shall be
determined by the certified report supplied by each MVPD distributing the service, described in Section 7(a) of the body of this
Agreement. In the event that such report is not received by Network with respect to each and every MVPD that carries the
Service, then, for purposes of this Exhibit D, the number of Digital Cable Subscriber Households shall be determined as follows:
a.In the event that the total number of linear digital video subscribers served by an MVPD that distributes the Service is
not broken out by DMAs in such MVPD’s reported data, then, for purposes of this Exhibit D, the number of Digital
Cable Subscriber Households for such non-reporting MVPD shall be equal to the product of (x) the number of TV
Households receiving linear video services from such MVPD’s systems that carry the Service in the pertinent DMA as
set forth in a Nielsen report such as FOCUS multiplied by (y) the National Digital Cable Penetration Percentage most
recently reported by such MVPD. The “National Digital Cable Penetration Percentage” shall be equal to the quotient of
(i) the total number of subscribers to linear digital video services as most recently publicly reported by such MVPD,
divided by (ii) the total number of TV Households receiving linear video services from such MVPD as most recently
publicly reported by such MVPD.
22
Source: TUBE MEDIA CORP., 8-K, 3/10/2006
b. In the event that a particular MVPD does not report its total number of subscribers to linear digital video services and
total number of TV Households receiving linear video services, then, for purposes of this Exhibit D, the number of
Digital Cable Subscriber Households for such non-reporting MVPD shall be equal to the product of (x) the number of TV
Households receiving linear video services served by such MVPD’s systems that carry the Service as set forth in a
Nielsen report such as FOCUS multiplied by (y) a national digital cable penetration estimate from Kagan Research, LLC.
c. In the event that a more accurate independent publicly available source for determining the number of television
households that receive the Service through a subscription cable service hereafter becomes available, the parties may
mutually agree to use such source in lieu of the foregoing.
2.Payment. The Affiliate Advertising Share, if any, shall be payable quarterly and shall be due no later than forty-five (45) days
following the end of each calendar quarter for which a payment is due. If this Agreement is terminated during a calendar quarter,
the amount payable shall be determined as of the termination date.
II.Affiliate Transactional Share.
1.Determining Affiliate Transactional Share. Commencing with the calendar quarter beginning on April 1, 2006 and for each
calendar quarter thereafter during the Term, Network shall pay to Affiliate the Affiliate Transactional Share. For purposes hereof,
the “Affiliate Transactional Share” means fifteen percent (15%) of Network’s Transactional Revenue for the pertinent calendar
quarter.
2.Payment. The Affiliate Transactional Share, if any, shall be payable quarterly and shall be due no later than forty-five (45) days
following the end of each calendar quarter for which a payment is due. If this Agreement is terminated during a calendar quarter,
the amount payable shall be determined as of the termination date.
23
Source: TUBE MEDIA CORP., 8-K, 3/10/2006
EXHIBIT E
To Affiliation Agreement By and Between
Tribune Broadcasting Company and
The TUBE Music Network, Inc.
Dated as of March 6, 2006
ADDITIONAL TERMS AND CONDITIONS
Music Rights and Copyright Indemnification
Without limiting Network’s indemnification obligations as set forth in the body of this Agreement:
Network agrees to indemnify the Affiliate Indemnitees against any and all Costs arising out of any (i) third-party claims that Network’s music
performance rights licenses with ASCAP, BMI and SESAC (or directly with the applicable composer(s) and publisher(s)) do not cover music
performances through to the viewers of the Service; and (ii) written agreement between Affiliate and an MVPD for the retransmission of the Service
(together with the Primary Feed as provided in Section 3(a) of the body of the Agreement) solely within the Station’s DMA, or where the Station’s
signal is deemed “significantly viewed” pursuant to FCC rules, pursuant to which Affiliate is obligated to indemnify such MVPD against any
Incremental Copyright Cost (as defined below) resulting directly from the retransmission of the Service by such MVPD in the Station’s DMA. For
purposes hereof, “Incremental Copyright Cost” shall mean the difference, if any, between (A) the copyright royalties that would be payable by the
MVPD in the Station’s DMA without carriage of the Service, and (B) the copyright royalties that would be payable by such MVPD in such DMA
with the carriage of the Service. Network hereby authorizes Affiliate to enter into such an agreement if, in Affiliate’s reasonable and good faith
judgment, such an agreement is necessary to obtain an MVPD’s consent to carry the Service. For purposes of clarification, ASCAP, BMI and
SESAC are and shall be considered “third parties.” Network represents and warrants that it has and throughout the Term will have a valid through-
to-the-viewer music performance rights license with ASCAP and BMI (and any other society that may license such rights for music contained in the
Service) (or directly with the applicable composer(s) and publisher(s)) covering all of the music contained in the Service. Network has commenced
negotiations for a through-to-the-viewer music performance rights license with SESAC and expects to attain such license within a reasonable
period of time.
24
Source: TUBE MEDIA CORP., 8-K, 3/10/2006"
8,Definitions. A Confidential Information@ shall mean any and all,"1. Definitions. A Confidential Information@ shall mean any and all
information that a Party may reasonably expect to remain confidential and not
shared with the general public at any time or that information that is protected
by law."
8,Services. It is anticipated that the Business Affiliate will provide,"2. Services. It is anticipated that the Business Affiliate will provide
services both for clients of the Business Affiliate and UDC that involve the use
and disclosure of Confidential Information (the ""Services""). Except as otherwise
specified herein, the Parties may make any and all uses of Confidential
Information necessary to perform the Services. Additionally, the Parties may
disclose Confidential Information for the purposes authorized by this Agreement
only (a) to its employees, subcontractors and agents, in accordance with this
Agreement, or (b) as directed by the other Party. The Parties expressly agree
that any and all uses or disclosures of the Confidential Information by a Party
will be done in accordance with the terms of this Agreement and the provisions
of all applicable federal and state laws and regulations."
8,Responsibilities of the Parties. With regard to its use and/or,"3. Responsibilities of the Parties. With regard to its use and/or
disclosure of Confidential Information, each Party hereby agrees to do the
following:
a. Use and/or disclose the Confidential Information only as permitted
or required by this Agreement or as otherwise required by law;
1
b. Report to the other Party, in writing, any use and/or disclosure of
the Confidential Information that is not permitted or required by this
Agreement of which a Party becomes aware within five (5) days of a Party=s
discovery of such unauthorized use and/or disclosure;
c. Use appropriate safeguards to maintain the security of the
Confidential Information and to prevent unauthorized use and/or disclosure
of such Confidential Information;
d. Require all of its employees, representatives, subcontractors or
agents that receive or use or have access to Confidential Information under
this Agreement to agree in writing to adhere to the same restrictions and
conditions on the use and/or disclosure of Confidential Information that
apply herein, including the obligation to return or destroy the
Confidential Information as provided under paragraph g of this Section 3.
e. Make available, during normal business hours, at a Party=s offices
all records, books, agreements, policies and procedures relating to the use
and/or disclosure of Confidential Information that is subject to this
Agreement, to the other Party within ten (10) days of a Party's written
request, for the purpose of enabling a Party to verify the other Party=s
compliance with the terms of this Agreement;
f. Within fifteen (15) days of receiving a written request from a
Party, provide to the other Party such information as is requested by a
Party to permit the other Party to respond to a request by the subject
individual for amendment and accounting purposes of the disclosures of the
individual=s Confidential Information;
g. Return to a Party or destroy, as requested by a Party, within
fifteen (15) days of the termination of this Agreement, any Confidential
Information provided to such Party and in its possession and retain no
copies or back-up tapes;
h. Parties agrees to mitigate, to the extent practicable, any harmful
effect that is known to a Party of a use or disclosure of Confidential
Information by a Party in violation of the requirements of this Agreement;
i. To inform a Party of any changes in the form of notice of privacy
practices that the other Party provides to individuals and provide the
Party a copy of the notice currently in use; and
j. To inform the Party of any changes in, or withdrawal of, the
consent or authorization provided to a Party by individuals whose
Confidential Information may be used and/or disclosed by a Party under this
Agreement.
2
Source: UNION DENTAL HOLDINGS, INC., 8-K/A, 2/4/2005"
8,Mutual Representation and Warranty. Each Party represents and warrants,"4. Mutual Representation and Warranty. Each Party represents and warrants
to the other Party that all of its employees, agents, representatives and
members of its work force, whose services may be used to fulfill obligations
under this Agreement, are or shall be appropriately informed of the terms of
this Agreement and are under legal obligation to comply fully with all
provisions of this Agreement."
8,Term and Termination.,"5. Term and Termination.
a. Term. This Agreement shall become effective on the Effective Date
and shall continue in effect until either Party informs the other Party
with thirty (30) day prior written notice of termination of this Agreement.
b. Termination. UDC may immediately terminate this Agreement without
notice and any related agreement if it determines that the Business
Affiliate has breached a material provision of this Agreement or if the
activities contemplated under this Agreement will result in a violation of
any federal or state law or if such Services would, in the opinion of UDC
and its counsel. Alternatively, UDC may choose to: (i) provide the Business
Affiliate with ten (10) days written notice of the existence of an alleged
material breach; and (ii) afford the Business Affiliate an opportunity to
cure said alleged material breach upon mutually agreeable terms. Failure to
cure in the manner set forth in this paragraph is grounds for the immediate
termination of the Agreement.
c. Effect of Termination. Upon termination of this Agreement, for any
reason, each Party hereto shall return to the other Party, or destroy, all
of such Party's Confidential Information in the possession of the other
Party. This provision shall apply to Confidential Information that is in
the possession of subcontractors or agents of each Party. Each Party shall
retain no copies of the Confidential Information of the other Party except
as may be required by law."
8,Indemnification. The Parties hereby covenant and agree to indemnify and,"6. Indemnification. The Parties hereby covenant and agree to indemnify and
hold harmless each other, it's agents and representatives from and against any
and all losses, costs, expenses, liabilities, claims, demands, judgments and its
settlements of every nature that are actually incurred by a Party, including
without limitation reasonable attorney's fees for pre-trial, trial, appellate,
judgment, post-judgment, execution, and alternative dispute resolution, which
arise out of any use or disclosure of Confidential Information not specifically
permitted by this Agreement or arise out of the services rendered by Business
Affiliate. The provisions of this Paragraph 6 shall survive the termination of
this Agreement for whatever reasons whatsoever."
8,Miscellaneous.,"7. Miscellaneous.
a. Survival. The respective rights and obligations of Business
Affiliate and UDC under the provisions of Sections 3(g) [Responsibilities of the Parties] and 3(h) [Responsibilities of the Parties] and 6
shall survive the termination of this Agreement indefinitely.
3
b. Amendment. This Agreement may not be modified or amended, except in
writing as agreed to by each Party.
c. No Third Party Beneficiaries. Nothing express or implied in this
Agreement is intended to confer, nor anything herein shall confer, upon any
person other than the Parties hereto any rights, remedies, obligations, or
liabilities whatsoever.
d. Notices. All notices or communications required or permitted
pursuant to the terms of this Agreement will be in writing and will be
delivered in person or by means of certified or registered mail, postage
prepaid, return receipt requested, to such Party at its last known address,
or such other person or address as such Party may specify by similar notice
to the other Party hereto or by telephone facsimile with a hard copy sent
by mail on the next business day. All such notices will be deemed given
upon delivery if delivered by hand, on the third business day after deposit
with the U.S. Postal Service, and on the first business day after sending
it by facsimile.
e. Relationship of the Parties. It is expressly understood and agreed
that (i) in the performance of Services under this Agreement, the Business
Affiliate shall at all times act as an independent contractor with respect
to UDC and not as an employee or agent of UDC and (ii) nothing contained in
this Agreement shall be construed to create a joint venture, partnership,
association or other affiliation, or like relationship, between the
Parties, it being specifically agreed that the relationship is and shall
remain that of independent Parties to a contractual relationship.
Accordingly, UDC shall neither have nor exercise any specific control or
direction over the particular methods by which Business Affiliate performs
services required by this Agreement. In no event shall either Party be
liable for the debts or obligations of the other, except as otherwise
specifically provided in this Agreement. Neither Party shall have any claim
under this Agreement or otherwise against the other Party for vacation pay,
paid sick leave, retirement benefits, social security, worker=s
compensation, health, disability, professional malpractice or unemployment
insurance benefits, or other employee benefits of any kind. Based on the
foregoing, (i) Business Affiliate will not be treated as an employee of UDC
for Federal tax purposes; (ii) UNION DENTAL CORP., will not withhold on
behalf of Business Affiliate any sums for income tax, unemployment
insurance, social security or any other withholding pursuant to any law or
requirement of any government body, or make available any of the benefits
afforded to employees of UDC (iii) all of such payments, withholdings or
benefits due any governmental agency, if any, are Business Affiliate=s sole
responsibility; and (iv) Business Affiliate will indemnify and hold
harmless UDC from any and all loss or liability arising from his failure to
make such payments, withholds and benefits, if any. In the event the
Internal Revenue Service or any other governmental agency should question
or challenge the Business Affiliate=s independent contractor status, the
Parties hereby agree that both Business Affiliate and UDC shall have the
right to participate in any discussions or negotiations
Source: UNION DENTAL HOLDINGS, INC., 8-K/A, 2/4/2005
4
occurring with such agency or agencies, regardless of with whom or by whom
such discussions or negotiations are initiated.
f. Business Affiliate acknowledges that the Business Affiliate has
read, understood and accepted the terms and conditions in UDC's Business
Affiliate manual, the terms and conditions of which are hereby incorporated
into this agreement by reference.
IN WITNESS WHEREOF, the Parties hereto have caused this Agreement to be
signed as of the date and year first above written.
Business Affiliate
--------------------------------
By: /s/ George D. Green
--------------------------------
Name: George D. Green
--------------------------------
Title:
--------------------------------
UNION DENTAL CORP.
By: /s/ George D. Green
--------------------------------
Name: George D. Green
--------------------------------
Title:CEO and President
--------------------------------
udc-8ka_ex10baa1.doc
5
Source: UNION DENTAL HOLDINGS, INC., 8-K/A, 2/4/2005"
10,DEFINITIONS.,"1. DEFINITIONS.
(a) ""CONTENT"" means all content or information, in any medium,
provided by a party to the other party for use in conjunction
with the performance of its obligations hereunder, including
without limitation any text, music, sound, photographs, video,
graphics, data or software. Content provided by 2TheMart
is referred to herein as ""2TheMart Content"" and Content
provided by i-Escrow is referred to herein as ""i-Escrow Content.""
(b) ""CO-BRANDED SITE"" means the web-site accessible through
Domain Name, for the Services implemented by i-Escrow. The
homepage of this web-site will visibly display both
2TheMart Marks and i-Escrow Marks.
(c) ""CUSTOMERS"" means all users who access Co-Branded Site.
(d) ""DOMAIN NAME"" means www.iescrow.com/2TheMart.
(e) ""ESCROW SERVICES"" means services for auction
sellers and high bidders whereby an agent holds a
buyer's money in trust until the buyer approves the
applicable item that was physically delivered, at
which time the agent releases the buyer's money
to seller, after subtracting the escrow fees.
(f) ""INFORMATION TRANSFER MECHANISM"" means the
mechanism by which 2TheMart transfers to i-Escrow
information to populate the applicable i-Escrow
transaction and user registration forms.
(g) ""LAUNCH DATE"" means the first date on which the
Co-Branded Site is pointed to in all references to
i-Escrow from 2TheMart auction site, and the
Information Transfer Mechanism is publicly
deployed (post-beta).
(h) ""MARKS"" means all domain names, trademarks and
logos designated by a party for the other party's use in
conjunction with such other party's performance under
this Agreement. Marks designated by 2TheMart for
i-Escrow's use are referred to herein as ""2TheMart
Marks"" and Marks designated by i-Escrow for 2TheMart'
use are referred to herein as ""i-Escrow Marks.""
(i) ""SERVICES"" means i-Escrow's implementation
and performance of the Escrow Services as of the
Effective Date, as modified over time.
(j) ""SHADOW SITE"" means the site where Co-Branded Site
is made available for 2TheMart's testing of the
Information Transfer Mechanism prior to being
made publicly available.
(k) ""TRANSACTION"" means a transaction utilizing the
Services that actually closes and that was
initiated by a Transaction Inquiry from a Customer.
(l) ""TRANSACTION INQUIRY"" means a Customer's
submission of i-Escrow's standard New Transaction
Inquiry form (or its successor) on or through the
Co-Branded Pages. Currently this means entry of a
description and price of merchandise by a user (buyer
or seller) who agrees to abide by the terms and
conditions of the Services, together with email address
of the other party, regardless of whether or not
any Transaction is completed.
Source: 2THEMART COM INC, 10-12G, 8/26/1999"
